order,quantity,product
5e75b8f4-e03e-462f-8a91-027bfaf3e8b4,3,c7050c3b-a898-424d-8d98-ab0aaad7bef4
c615ea16-2b87-471c-a40e-f1a1b81df308,2,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
1747e0c2-2649-4b8b-8048-540425302a8f,2,80eda933-749d-4fc6-91d5-613d29eb126f
44f19d9b-6f8d-4c04-8c1e-ee05a171a48a,4,689fb64e-a4a2-45c5-b9f2-480c2155624d
906ac891-d7a7-4d50-b4c6-c982fae2fc2d,4,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
885ebd5d-6a82-4802-a241-2e52e223df5a,2,64d39754-03e4-4fa0-b1ea-5f4293315f67
05202733-0e17-4726-97c2-0520c024ab85,4,689fb64e-a4a2-45c5-b9f2-480c2155624d
97c51e08-8026-44cb-af4b-15f8011e4931,4,bb19d194-e1bd-4358-819e-cd1f1b401c0c
44f19d9b-6f8d-4c04-8c1e-ee05a171a48a,2,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
55288bb6-9a28-483f-a005-ceef70079c72,1,615695d3-8ffd-4850-bcf7-944cf6d3685b
6abeb560-cfb9-4726-8d7d-612f3cd3763e,3,4cda01b9-62e2-46c5-830f-b7f262a58fb1
22767af6-bb3e-4d35-b11c-05c12aa38138,4,4cda01b9-62e2-46c5-830f-b7f262a58fb1
e42ba9a9-986a-4f00-8dd2-5cf8462c74ea,2,843b6553-dc6a-4fc4-bceb-02cd39af0168
906ac891-d7a7-4d50-b4c6-c982fae2fc2d,4,5ceddd13-cf00-481f-9285-8340ab95d06d
4187e4d5-0629-4725-8ff5-1e88bf584dc2,3,37e0062f-bd15-4c3e-b272-558a86d90598
fafde59f-fc4a-4d5f-865e-ff13c8ab6d06,4,e8b6528e-a830-4d03-a027-473b411c7f02
3321aeb4-f209-48bf-ba63-84f3a14eaa50,4,689fb64e-a4a2-45c5-b9f2-480c2155624d
c49ed1e6-c56b-4681-bef8-cf8d99404832,4,843b6553-dc6a-4fc4-bceb-02cd39af0168
224b19e0-eaef-4749-8ca7-72e9d99e07e8,2,e706ab70-b396-4d30-a6b2-a1ccf3625b52
e2510e94-b61f-4d8f-bf5f-7c13f609f272,3,6f3a3072-a24d-4d11-9cef-25b0b5f8a4af
0db4263a-5b43-488c-b9d8-9592c9f4d549,4,37e0062f-bd15-4c3e-b272-558a86d90598
0b43de27-5e08-4c20-a21d-44e786835265,3,c7050c3b-a898-424d-8d98-ab0aaad7bef4
e2c5c29c-2e3c-4e56-9db0-98f13c20b59d,2,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
497e5ef8-5bf6-424c-9d05-f5a467c2d23a,1,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
871d9861-ea19-47a1-950d-c3198128acef,1,b86ae24b-6f59-47e8-8adc-b17d88cbd367
191f7ddb-6fac-4ced-905c-307b6b8a1f29,3,689fb64e-a4a2-45c5-b9f2-480c2155624d
6b2a45d9-fe4f-4b4d-896d-54c08a71a80f,2,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
175d8fb5-2c45-45b5-9fe3-7b3987d05b2d,1,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
3ca15482-7645-4af2-bb53-7a853432a492,4,a88a23ef-679c-4743-b151-dc7722040d8c
da8cbe31-46f8-4b5c-806a-11ba9c40df9a,2,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
44f19d9b-6f8d-4c04-8c1e-ee05a171a48a,4,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
8329a65b-7ddf-4250-aeee-bd625f8a401a,4,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
e2b27601-37f6-413d-9377-ed9a3a8a5ac8,1,5b50b820-1d0a-4231-9422-75e7f6b0cecf
727e8c88-6cf8-497a-ae3c-3a781c5b70c3,4,5ceddd13-cf00-481f-9285-8340ab95d06d
8899a38e-2c99-46ea-adb4-526c3a1fac38,2,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
3fb5a1fd-bf02-4ca0-bb26-4ff4c4a4af74,4,6f3a3072-a24d-4d11-9cef-25b0b5f8a4af
f684e5fd-154c-4b52-9b35-1ccc7e74190f,4,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
19f1c3c5-3840-4d33-8d88-30fad93fa25e,1,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
ac999da3-2fbb-40e8-94cc-30d61d765b07,1,bb19d194-e1bd-4358-819e-cd1f1b401c0c
a484481e-ee94-486a-ab20-50c70f8c6674,3,d3e228db-8ca5-42ad-bb0a-2148e876cc59
7023672d-7f59-4b86-be86-4d4621ad06ae,4,4cda01b9-62e2-46c5-830f-b7f262a58fb1
0669a520-9c7e-424d-a279-ee96f6f25aec,3,843b6553-dc6a-4fc4-bceb-02cd39af0168
f684e5fd-154c-4b52-9b35-1ccc7e74190f,4,58b575f2-2192-4a53-9d21-df9a0c14fc25
8899a38e-2c99-46ea-adb4-526c3a1fac38,1,c17e63f7-0d28-4a95-8248-b01ea354840e
4a67cffa-e7bc-4d30-bc97-f2c9a71334d1,2,bb19d194-e1bd-4358-819e-cd1f1b401c0c
29d20dcd-d0c4-4bca-a52d-fc9363b5d7c6,3,e5ee99b6-519f-4218-8b41-62f48f59f700
f6eed630-9b01-4f64-81eb-f13be001f2b6,3,74aeb414-e3dd-4e8a-beef-0fa45225214d
63505de8-b2e8-4588-8f0d-b1121bfb75f8,3,bb19d194-e1bd-4358-819e-cd1f1b401c0c
2795df92-ee7d-4992-bab2-15dbb2b2ab36,4,64d39754-03e4-4fa0-b1ea-5f4293315f67
80768346-2426-4f4a-a8ba-4f7768139f94,4,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
3fb5a1fd-bf02-4ca0-bb26-4ff4c4a4af74,2,74aeb414-e3dd-4e8a-beef-0fa45225214d
db90b250-70b2-44d1-b20c-4d795edd020c,4,bb19d194-e1bd-4358-819e-cd1f1b401c0c
92d3887f-6f9e-4e3f-85a8-3da52d46cd45,4,05df0866-1a66-41d8-9ed7-e2bbcddd6a3d
4d84f125-234d-4f3c-a54d-41172b453510,3,64d39754-03e4-4fa0-b1ea-5f4293315f67
a3bc2320-2520-43fc-8a33-7d126e06e324,1,689fb64e-a4a2-45c5-b9f2-480c2155624d
53aa67bb-9718-44bf-8b08-dc5e853a7166,1,689fb64e-a4a2-45c5-b9f2-480c2155624d
4fe7882d-a063-4afc-95c5-a80430305a22,1,e706ab70-b396-4d30-a6b2-a1ccf3625b52
2bfad5b6-b4ad-47e2-a316-8b7dc7fbc246,3,843b6553-dc6a-4fc4-bceb-02cd39af0168
1eb77dda-3387-4242-ba28-0b371ea785cf,3,80eda933-749d-4fc6-91d5-613d29eb126f
cc2bd924-fb17-408c-93b5-cc01cf8e9ef0,4,74aeb414-e3dd-4e8a-beef-0fa45225214d
40f5d51c-0a3c-481a-96e8-0784818e082d,1,d3e228db-8ca5-42ad-bb0a-2148e876cc59
8899a38e-2c99-46ea-adb4-526c3a1fac38,3,bb19d194-e1bd-4358-819e-cd1f1b401c0c
f684e5fd-154c-4b52-9b35-1ccc7e74190f,2,80eda933-749d-4fc6-91d5-613d29eb126f
b3bbc1b2-11bf-4a7f-8424-8c6fb14d753b,3,689fb64e-a4a2-45c5-b9f2-480c2155624d
23a3e7b2-abb0-4642-9291-4af619ae2d3c,4,579f4cd0-1f45-49d2-af55-9ab2b72c3b35
71eb1669-8706-4ef4-8a4c-0def78871dc4,3,37e0062f-bd15-4c3e-b272-558a86d90598
8502b2de-ada6-4a20-8625-092835744bd8,2,e5ee99b6-519f-4218-8b41-62f48f59f700
eb047506-bf59-4d29-b134-6a9d80235f3f,1,e706ab70-b396-4d30-a6b2-a1ccf3625b52
ec9be902-7557-431c-824d-5c157c191697,1,be49171b-9f72-4fc9-bf7a-9a52e259836b
912c0b79-532d-4710-bf23-0f9e227b5864,3,6f3a3072-a24d-4d11-9cef-25b0b5f8a4af
e9891ca7-3306-4f75-93fd-c04b976f9641,1,5b50b820-1d0a-4231-9422-75e7f6b0cecf
c36d3573-1c28-4240-8c17-c874a80cca6c,1,579f4cd0-1f45-49d2-af55-9ab2b72c3b35
459c78e2-335c-47c9-9c9e-cf4d11a3e1fe,1,be49171b-9f72-4fc9-bf7a-9a52e259836b
0ac61965-6392-4fe3-bb4f-292438c37de0,3,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
ef4b32fb-3859-441a-a4cc-1ca197f78aeb,2,5b50b820-1d0a-4231-9422-75e7f6b0cecf
f61a095b-7537-4869-aeff-1433277fa898,1,843b6553-dc6a-4fc4-bceb-02cd39af0168
431ed9a0-8475-4928-a7b2-81db3f1a2dea,2,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
92d3887f-6f9e-4e3f-85a8-3da52d46cd45,1,64d39754-03e4-4fa0-b1ea-5f4293315f67
74bae4ca-0322-4e54-ac94-ba84bc63657e,1,35550082-a52d-4301-8f06-05b30f6f3616
1fa7bc74-ee64-4aa8-8df3-f8066532eb9c,1,b86ae24b-6f59-47e8-8adc-b17d88cbd367
88971e55-2d81-493c-bd7f-2e1efc4c0153,2,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
f5e96989-b540-486f-bb13-1f4297c194bd,4,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
3dd8be7e-c2c0-4141-953f-1ce79cff87b8,3,37e0062f-bd15-4c3e-b272-558a86d90598
5f994f7e-2e13-4720-99ed-cfbdcdfd6e2a,3,35550082-a52d-4301-8f06-05b30f6f3616
f1236409-b5f6-4e40-961c-797b850e225b,1,4cda01b9-62e2-46c5-830f-b7f262a58fb1
47254e22-09a8-4661-b2db-1a7e8d80b746,3,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
d29fbe48-4cb7-46ef-b3ea-67a28a0cd8c0,2,b86ae24b-6f59-47e8-8adc-b17d88cbd367
03232fbc-033a-4ba9-b0d7-195b987682ef,4,e8b6528e-a830-4d03-a027-473b411c7f02
7023672d-7f59-4b86-be86-4d4621ad06ae,4,35550082-a52d-4301-8f06-05b30f6f3616
3af487e1-401f-4269-a6a8-afd4d88c780c,1,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
973443f0-e2ff-472c-8469-f452d0beeeda,4,64d39754-03e4-4fa0-b1ea-5f4293315f67
d7454480-4fa0-416d-b904-aebdbcdd378c,2,6f3a3072-a24d-4d11-9cef-25b0b5f8a4af
40f5d51c-0a3c-481a-96e8-0784818e082d,1,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
d99f88df-891d-4dc9-8750-aa77271a72d4,2,e5ee99b6-519f-4218-8b41-62f48f59f700
df91aa85-bfc7-4c31-93ef-4cee8d00a343,4,5b50b820-1d0a-4231-9422-75e7f6b0cecf
e85b50e8-357e-45ff-8b8d-1890b9b7d0f0,4,74aeb414-e3dd-4e8a-beef-0fa45225214d
12d71a1a-3762-4e17-a508-6e11b5629852,3,bb19d194-e1bd-4358-819e-cd1f1b401c0c
58d89e41-48a4-49a5-944e-28b4e349288d,2,e8b6528e-a830-4d03-a027-473b411c7f02
29feab11-0894-43f4-bb2b-502453a49f23,3,a88a23ef-679c-4743-b151-dc7722040d8c
2ebd594f-3b44-4b66-87f0-5b2c321086d1,2,5b50b820-1d0a-4231-9422-75e7f6b0cecf
b6d916e6-da31-4145-9edd-8fc76677b55b,2,c17e63f7-0d28-4a95-8248-b01ea354840e
f6eed630-9b01-4f64-81eb-f13be001f2b6,4,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
34d36019-85bf-4260-9b15-1ed4d4ae3ada,4,be49171b-9f72-4fc9-bf7a-9a52e259836b
8329a65b-7ddf-4250-aeee-bd625f8a401a,2,74aeb414-e3dd-4e8a-beef-0fa45225214d
f1236409-b5f6-4e40-961c-797b850e225b,3,37e0062f-bd15-4c3e-b272-558a86d90598
2e40bfc1-f035-4617-a12b-da047e4578c3,2,c17e63f7-0d28-4a95-8248-b01ea354840e
f6b6807a-864d-4fed-b22d-3f2638f21b74,2,74aeb414-e3dd-4e8a-beef-0fa45225214d
63505de8-b2e8-4588-8f0d-b1121bfb75f8,3,c7050c3b-a898-424d-8d98-ab0aaad7bef4
3944bd76-a630-4f50-9f41-b4e985b520ca,1,37e0062f-bd15-4c3e-b272-558a86d90598
5b3044cb-20cd-4a2c-9226-c3d24d488557,4,e706ab70-b396-4d30-a6b2-a1ccf3625b52
38c516e8-b23a-493a-8a5c-bf7b2b9ea995,1,a88a23ef-679c-4743-b151-dc7722040d8c
e60286de-ae1c-4427-8b3c-3f019e93ac7a,4,35550082-a52d-4301-8f06-05b30f6f3616
e2510e94-b61f-4d8f-bf5f-7c13f609f272,4,80eda933-749d-4fc6-91d5-613d29eb126f
aab22458-eebe-4f90-b563-d1eda139e78d,1,58b575f2-2192-4a53-9d21-df9a0c14fc25
5b8caca4-14fb-4813-b0bc-b768c8217a19,3,615695d3-8ffd-4850-bcf7-944cf6d3685b
fe1144d9-15c7-4d10-a533-fee0c06b0bcb,4,6f3a3072-a24d-4d11-9cef-25b0b5f8a4af
1e5fa971-3c0e-4ae8-b5bb-63d6176b82b2,2,b86ae24b-6f59-47e8-8adc-b17d88cbd367
74bae4ca-0322-4e54-ac94-ba84bc63657e,4,e706ab70-b396-4d30-a6b2-a1ccf3625b52
a5db4fd7-bc7c-47d6-a162-e613d905ec82,4,37e0062f-bd15-4c3e-b272-558a86d90598
a11ec73d-efcb-4918-be37-fa6f812d22de,3,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
74bae4ca-0322-4e54-ac94-ba84bc63657e,3,e8b6528e-a830-4d03-a027-473b411c7f02
0976f5e0-829b-4111-9ae8-3c444a1b26eb,2,be49171b-9f72-4fc9-bf7a-9a52e259836b
a11ec73d-efcb-4918-be37-fa6f812d22de,3,579f4cd0-1f45-49d2-af55-9ab2b72c3b35
08f64f64-8cd5-491a-a5a9-80ffd3321fc9,3,bb19d194-e1bd-4358-819e-cd1f1b401c0c
4a67cffa-e7bc-4d30-bc97-f2c9a71334d1,1,64d39754-03e4-4fa0-b1ea-5f4293315f67
0ecabdf2-fe92-4d66-ad87-6e693748d682,3,c7050c3b-a898-424d-8d98-ab0aaad7bef4
ac999da3-2fbb-40e8-94cc-30d61d765b07,4,e706ab70-b396-4d30-a6b2-a1ccf3625b52
2affb750-b1d9-4b84-b612-8381435bc669,4,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
6b2a45d9-fe4f-4b4d-896d-54c08a71a80f,2,843b6553-dc6a-4fc4-bceb-02cd39af0168
c57a3e41-2e01-4529-a904-054657859dd7,2,80eda933-749d-4fc6-91d5-613d29eb126f
cad92df1-0b1a-4827-a1fc-f20cece591dd,2,5ceddd13-cf00-481f-9285-8340ab95d06d
5b8caca4-14fb-4813-b0bc-b768c8217a19,3,5b50b820-1d0a-4231-9422-75e7f6b0cecf
d9cc0f2f-0be3-4cfc-bec0-fd97eb7977d6,4,615695d3-8ffd-4850-bcf7-944cf6d3685b
bb219a8e-f747-4cc5-ac19-9f505baed9ff,3,e706ab70-b396-4d30-a6b2-a1ccf3625b52
e86dab74-f840-482c-b833-0e60b4e58a27,1,5ceddd13-cf00-481f-9285-8340ab95d06d
c98cb399-9f31-47e9-8394-80b6962cbdae,2,80eda933-749d-4fc6-91d5-613d29eb126f
2fafb5c6-5200-4d9a-af6b-b6517667a1ea,2,bb19d194-e1bd-4358-819e-cd1f1b401c0c
c615ea16-2b87-471c-a40e-f1a1b81df308,1,843b6553-dc6a-4fc4-bceb-02cd39af0168
81617893-be66-4c1e-b73e-a71ece089732,4,c7050c3b-a898-424d-8d98-ab0aaad7bef4
56d043f8-afaf-4a6e-a4d3-8fbd01d8858b,2,be49171b-9f72-4fc9-bf7a-9a52e259836b
12a416f6-08d4-4db5-953e-d683ca9081f6,3,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
2fafb5c6-5200-4d9a-af6b-b6517667a1ea,1,74aeb414-e3dd-4e8a-beef-0fa45225214d
0f7d97e4-6093-489d-b338-e98397482ff3,4,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
fa41614e-38dc-4cfb-ade8-4ffb9d1fed72,2,58b575f2-2192-4a53-9d21-df9a0c14fc25
bd1b29ee-5f35-4a9f-94a5-9faaae412e12,4,80eda933-749d-4fc6-91d5-613d29eb126f
1829f967-79c8-4998-ba9f-9d381728cedd,3,e706ab70-b396-4d30-a6b2-a1ccf3625b52
671aa103-6918-4d9a-89f6-3bd3861f4a9b,3,bb19d194-e1bd-4358-819e-cd1f1b401c0c
35b4cbc7-b92f-400f-b292-8494dbb23567,1,bb19d194-e1bd-4358-819e-cd1f1b401c0c
bbb8264e-cb71-4967-8033-60d7a52ad2fc,2,5ceddd13-cf00-481f-9285-8340ab95d06d
0976f5e0-829b-4111-9ae8-3c444a1b26eb,1,689fb64e-a4a2-45c5-b9f2-480c2155624d
912c0b79-532d-4710-bf23-0f9e227b5864,2,c7050c3b-a898-424d-8d98-ab0aaad7bef4
b047e850-a4f1-4227-94b6-2222d2ff87c2,1,58b575f2-2192-4a53-9d21-df9a0c14fc25
9e4f5468-05ff-4dd3-af20-fcd8c4730ab5,1,5b50b820-1d0a-4231-9422-75e7f6b0cecf
40f5d51c-0a3c-481a-96e8-0784818e082d,2,b86ae24b-6f59-47e8-8adc-b17d88cbd367
da8cbe31-46f8-4b5c-806a-11ba9c40df9a,3,579f4cd0-1f45-49d2-af55-9ab2b72c3b35
b249a133-9d0d-4897-9ee3-0226e76914dc,4,c7050c3b-a898-424d-8d98-ab0aaad7bef4
8385cfcd-2b3f-443a-a676-9756f7eb5404,2,58b575f2-2192-4a53-9d21-df9a0c14fc25
86302f5c-4879-4056-8c99-b3721e83829d,1,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
73bfa842-99f9-4181-883f-08b7795cb167,3,be49171b-9f72-4fc9-bf7a-9a52e259836b
b047e850-a4f1-4227-94b6-2222d2ff87c2,3,579f4cd0-1f45-49d2-af55-9ab2b72c3b35
e4926154-3efe-4c30-860a-5cbb7f97490b,2,74aeb414-e3dd-4e8a-beef-0fa45225214d
867b34a7-c143-45ec-81db-705506a9578b,2,a88a23ef-679c-4743-b151-dc7722040d8c
e60286de-ae1c-4427-8b3c-3f019e93ac7a,2,5b50b820-1d0a-4231-9422-75e7f6b0cecf
7f999c60-f004-4b75-8851-72498dfa47fc,2,e18f33a6-b89a-4fbc-82ad-ccba5bb261cc
e77a9f5e-a3d7-4eed-ba0b-50893cb38f00,4,74aeb414-e3dd-4e8a-beef-0fa45225214d
fd804ab1-fa33-49b5-97a4-5c29d28a5101,4,64d39754-03e4-4fa0-b1ea-5f4293315f67
09431ff6-b550-4301-8d46-fde372e87af9,3,843b6553-dc6a-4fc4-bceb-02cd39af0168
7023672d-7f59-4b86-be86-4d4621ad06ae,4,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
778f8864-d993-4118-b7d6-1ea836ec6791,3,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
fa41614e-38dc-4cfb-ade8-4ffb9d1fed72,2,05df0866-1a66-41d8-9ed7-e2bbcddd6a3d
a132ed5c-7140-41f5-8eb1-992b7aeae11b,4,5b50b820-1d0a-4231-9422-75e7f6b0cecf
5dbde056-632e-484a-a30b-67665cec51ee,1,e5ee99b6-519f-4218-8b41-62f48f59f700
e2b27601-37f6-413d-9377-ed9a3a8a5ac8,1,c17e63f7-0d28-4a95-8248-b01ea354840e
4fe7882d-a063-4afc-95c5-a80430305a22,3,c7050c3b-a898-424d-8d98-ab0aaad7bef4
35b4cbc7-b92f-400f-b292-8494dbb23567,1,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
dc3c0681-9e42-4041-a2eb-576324037da3,1,be49171b-9f72-4fc9-bf7a-9a52e259836b
e2281b91-8575-4da9-9a3a-ab0f19ec584e,2,615695d3-8ffd-4850-bcf7-944cf6d3685b
7023672d-7f59-4b86-be86-4d4621ad06ae,1,689fb64e-a4a2-45c5-b9f2-480c2155624d
82e2a7d2-d8c2-4b37-9f18-bba82f31c5b2,2,5b50b820-1d0a-4231-9422-75e7f6b0cecf
349b5ed3-cac3-401f-aef3-290bc0b8d5d7,1,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
a484481e-ee94-486a-ab20-50c70f8c6674,2,689fb64e-a4a2-45c5-b9f2-480c2155624d
bd760d86-5051-4418-86cc-d97e4deac8af,4,05df0866-1a66-41d8-9ed7-e2bbcddd6a3d
45319e78-6d23-4728-a135-75dbda6bde49,1,e5ee99b6-519f-4218-8b41-62f48f59f700
a96878e4-9618-4f85-8fe0-6e2e938e0b24,2,bb19d194-e1bd-4358-819e-cd1f1b401c0c
3dd8be7e-c2c0-4141-953f-1ce79cff87b8,2,80eda933-749d-4fc6-91d5-613d29eb126f
cec02b6d-c997-4cad-8ab8-141c7a30aaf0,4,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
859841a2-a2fa-4d7b-a749-8cd37b31b1ed,4,37e0062f-bd15-4c3e-b272-558a86d90598
cb9cd4d2-3bce-4173-8303-62e581e91ac7,4,05df0866-1a66-41d8-9ed7-e2bbcddd6a3d
0b0d8f13-ca94-4686-b3d3-68ae3aa4bad3,4,843b6553-dc6a-4fc4-bceb-02cd39af0168
e3965ae6-8792-422f-bae0-ecbce4da50aa,1,615695d3-8ffd-4850-bcf7-944cf6d3685b
667f2f4e-4262-425d-bf66-9b600af692a6,2,64d39754-03e4-4fa0-b1ea-5f4293315f67
6f89159f-8046-4bae-a680-34ca13c9d4fa,3,fb0e8be7-5ac4-4a76-a1fa-2cc4bf0b2d80
937b130d-c75f-47c6-913f-ca7717e82dae,2,05df0866-1a66-41d8-9ed7-e2bbcddd6a3d
19644506-d739-4f1b-baf7-3ecc8833c329,2,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
55164b42-78d3-4c4e-9dd3-cce61b956403,3,615695d3-8ffd-4850-bcf7-944cf6d3685b
b15964ec-1e59-4258-9ecb-bcaac33cd071,4,be49171b-9f72-4fc9-bf7a-9a52e259836b
ffd7d39a-e3b5-43dc-97b7-f6f5443ae314,3,4cda01b9-62e2-46c5-830f-b7f262a58fb1
8298fb27-518c-4b2c-9fd8-391737ceb777,2,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
fe1144d9-15c7-4d10-a533-fee0c06b0bcb,1,c17e63f7-0d28-4a95-8248-b01ea354840e
99127f5a-b3a4-440e-87c1-c78861ac2ca8,2,bb19d194-e1bd-4358-819e-cd1f1b401c0c
180dc7bb-b42a-4aa6-b52a-9fe5864e3190,2,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
f5df9a3a-9a21-4648-a03f-bdaf633969e4,4,74aeb414-e3dd-4e8a-beef-0fa45225214d
5dbde056-632e-484a-a30b-67665cec51ee,4,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
973443f0-e2ff-472c-8469-f452d0beeeda,3,b66a7143-c18a-43bb-b5dc-06bb5d1d3160
3ca15482-7645-4af2-bb53-7a853432a492,4,64d39754-03e4-4fa0-b1ea-5f4293315f67
333db7e3-aba5-4988-b61f-ced40037b5c8,1,e706ab70-b396-4d30-a6b2-a1ccf3625b52
10408b83-26cc-4eb8-bd08-38435207099e,4,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
81617893-be66-4c1e-b73e-a71ece089732,2,64d39754-03e4-4fa0-b1ea-5f4293315f67
45319e78-6d23-4728-a135-75dbda6bde49,1,b86ae24b-6f59-47e8-8adc-b17d88cbd367
b4eec587-6bca-4b2a-b3d3-ef2db72c4a4f,2,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
c0873253-7827-4831-aa92-19c38372e58d,3,35550082-a52d-4301-8f06-05b30f6f3616
3944bd76-a630-4f50-9f41-b4e985b520ca,2,e2e78dfc-f25c-4fec-a002-8e280d61a2f2
e42ba9a9-986a-4f00-8dd2-5cf8462c74ea,4,5b50b820-1d0a-4231-9422-75e7f6b0cecf
e03c0b27-dcb0-4b48-a36e-1c5f013d11d9,4,d3e228db-8ca5-42ad-bb0a-2148e876cc59
c8ec734f-2f92-4d17-80bf-71de0afd713d,3,55c6a062-5f4a-4a8b-a8e5-05ea5e6715a3
